Criptomoneda,Precio,Fecha,Horas,Minutos,Segundos
ETHUSDT,2529.8,2024-08-29,16,24,46
TRXUSDT,0.1606,2024-08-29,16,24,46
BTCUSDT,59426.0,2024-08-29,16,25,16
ETHUSDT,2530.21,2024-08-29,16,25,16
TRXUSDT,0.1607,2024-08-29,16,25,16
BTCUSDT,59435.99,2024-08-29,16,25,46
ETHUSDT,2530.95,2024-08-29,16,25,46
TRXUSDT,0.1606,2024-08-29,16,25,46
BTCUSDT,59435.0,2024-08-29,16,26,17
ETHUSDT,2530.28,2024-08-29,16,26,17
TRXUSDT,0.1607,2024-08-29,16,26,17
BTCUSDT,59364.01,2024-08-29,16,26,47
ETHUSDT,2528.01,2024-08-29,16,26,47
TRXUSDT,0.1607,2024-08-29,16,26,47
BTCUSDT,59438.0,2024-08-29,16,27,17
ETHUSDT,2530.99,2024-08-29,16,27,17
TRXUSDT,0.1607,2024-08-29,16,27,17
BTCUSDT,59440.51,2024-08-29,16,27,48
ETHUSDT,2531.35,2024-08-29,16,27,48
TRXUSDT,0.1607,2024-08-29,16,27,48
BTCUSDT,59489.91,2024-08-29,16,28,18
ETHUSDT,2533.81,2024-08-29,16,28,18
TRXUSDT,0.1608,2024-08-29,16,28,18
BTCUSDT,59497.79,2024-08-29,16,28,48
ETHUSDT,2532.8,2024-08-29,16,28,48
TRXUSDT,0.1607,2024-08-29,16,28,48
BTCUSDT,59468.99,2024-08-29,16,29,19
ETHUSDT,2531.6,2024-08-29,16,29,19
TRXUSDT,0.1607,2024-08-29,16,29,19
BTCUSDT,59475.92,2024-08-29,16,29,49
ETHUSDT,2532.0,2024-08-29,16,29,49
TRXUSDT,0.1607,2024-08-29,16,29,49
BTCUSDT,59453.99,2024-08-29,16,30,19
ETHUSDT,2531.19,2024-08-29,16,30,19
TRXUSDT,0.1607,2024-08-29,16,30,19
BTCUSDT,59472.99,2024-08-29,16,30,50
ETHUSDT,2532.35,2024-08-29,16,30,50
TRXUSDT,0.1608,2024-08-29,16,30,50
BTCUSDT,59415.39,2024-08-29,16,31,20
ETHUSDT,2530.04,2024-08-29,16,31,20
TRXUSDT,0.1607,2024-08-29,16,31,20
BTCUSDT,59446.1,2024-08-29,16,31,50
ETHUSDT,2530.25,2024-08-29,16,31,50
TRXUSDT,0.1607,2024-08-29,16,31,50
BTCUSDT,59425.21,2024-08-29,16,32,21
ETHUSDT,2529.21,2024-08-29,16,32,21
TRXUSDT,0.1608,2024-08-29,16,32,21
BTCUSDT,59436.0,2024-08-29,16,32,51
ETHUSDT,2529.6,2024-08-29,16,32,51
TRXUSDT,0.1608,2024-08-29,16,32,51
BTCUSDT,59476.92,2024-08-29,16,33,21
ETHUSDT,2531.13,2024-08-29,16,33,21
TRXUSDT,0.1607,2024-08-29,16,33,21
BTCUSDT,59476.93,2024-08-29,16,33,52
ETHUSDT,2531.9,2024-08-29,16,33,52
TRXUSDT,0.1607,2024-08-29,16,33,52
BTCUSDT,59415.0,2024-08-29,16,34,22
ETHUSDT,2528.9,2024-08-29,16,34,22
TRXUSDT,0.1608,2024-08-29,16,34,22
BTCUSDT,59369.01,2024-08-29,16,34,52
ETHUSDT,2527.41,2024-08-29,16,34,52
TRXUSDT,0.1606,2024-08-29,16,34,52
BTCUSDT,59388.0,2024-08-29,16,35,22
ETHUSDT,2526.91,2024-08-29,16,35,22
TRXUSDT,0.1607,2024-08-29,16,35,22
BTCUSDT,59423.05,2024-08-29,16,35,53
ETHUSDT,2528.05,2024-08-29,16,35,53
TRXUSDT,0.1607,2024-08-29,16,35,53
BTCUSDT,59439.0,2024-08-29,16,36,23
ETHUSDT,2529.01,2024-08-29,16,36,23
TRXUSDT,0.1607,2024-08-29,16,36,23
BTCUSDT,59460.4,2024-08-29,16,36,53
ETHUSDT,2529.0,2024-08-29,16,36,53
TRXUSDT,0.1606,2024-08-29,16,36,53
BTCUSDT,59573.99,2024-08-29,16,37,25
ETHUSDT,2533.39,2024-08-29,16,37,25
TRXUSDT,0.1607,2024-08-29,16,37,25
BTCUSDT,59641.1,2024-08-29,16,37,55
ETHUSDT,2537.02,2024-08-29,16,37,55
TRXUSDT,0.1608,2024-08-29,16,37,55
BTCUSDT,59618.01,2024-08-29,16,38,26
ETHUSDT,2536.0,2024-08-29,16,38,26
TRXUSDT,0.1607,2024-08-29,16,38,26
BTCUSDT,59601.99,2024-08-29,16,38,56
ETHUSDT,2535.24,2024-08-29,16,38,56
TRXUSDT,0.1607,2024-08-29,16,38,56
BTCUSDT,59584.8,2024-08-29,16,39,26
ETHUSDT,2535.88,2024-08-29,16,39,26
TRXUSDT,0.1606,2024-08-29,16,39,26
BTCUSDT,59582.28,2024-08-29,16,39,56
ETHUSDT,2535.05,2024-08-29,16,39,56
TRXUSDT,0.1606,2024-08-29,16,39,56
BTCUSDT,59620.0,2024-08-29,16,40,27
ETHUSDT,2535.89,2024-08-29,16,40,27
TRXUSDT,0.1608,2024-08-29,16,40,27
BTCUSDT,59644.26,2024-08-29,16,40,57
ETHUSDT,2537.22,2024-08-29,16,40,57
TRXUSDT,0.1608,2024-08-29,16,40,57
BTCUSDT,59664.0,2024-08-29,16,41,27
ETHUSDT,2537.61,2024-08-29,16,41,27
TRXUSDT,0.1608,2024-08-29,16,41,27
BTCUSDT,59699.5,2024-08-29,16,41,58
ETHUSDT,2540.32,2024-08-29,16,41,58
TRXUSDT,0.1606,2024-08-29,16,41,58
BTCUSDT,59658.0,2024-08-29,16,42,28
ETHUSDT,2537.3,2024-08-29,16,42,28
TRXUSDT,0.1606,2024-08-29,16,42,28
BTCUSDT,59628.0,2024-08-29,16,42,58
ETHUSDT,2536.28,2024-08-29,16,42,58
TRXUSDT,0.1606,2024-08-29,16,42,58
BTCUSDT,59613.01,2024-08-29,16,43,29
ETHUSDT,2535.95,2024-08-29,16,43,29
TRXUSDT,0.1606,2024-08-29,16,43,29
BTCUSDT,59631.0,2024-08-29,16,43,59
ETHUSDT,2537.29,2024-08-29,16,43,59
TRXUSDT,0.1606,2024-08-29,16,43,59
BTCUSDT,59600.02,2024-08-29,16,44,30
ETHUSDT,2536.44,2024-08-29,16,44,30
TRXUSDT,0.1606,2024-08-29,16,44,30
BTCUSDT,59558.0,2024-08-29,16,45,0
ETHUSDT,2535.09,2024-08-29,16,45,0
TRXUSDT,0.1606,2024-08-29,16,45,0
BTCUSDT,59640.04,2024-08-29,16,45,30
ETHUSDT,2537.78,2024-08-29,16,45,30
TRXUSDT,0.1605,2024-08-29,16,45,30
BTCUSDT,59579.99,2024-08-29,16,46,1
ETHUSDT,2536.01,2024-08-29,16,46,1
TRXUSDT,0.1605,2024-08-29,16,46,1
BTCUSDT,59517.49,2024-08-29,16,46,31
ETHUSDT,2532.2,2024-08-29,16,46,31
TRXUSDT,0.1606,2024-08-29,16,46,31
BTCUSDT,59462.0,2024-08-29,16,47,1
ETHUSDT,2529.93,2024-08-29,16,47,1
TRXUSDT,0.1605,2024-08-29,16,47,1
BTCUSDT,59511.1,2024-08-29,16,47,32
ETHUSDT,2531.55,2024-08-29,16,47,32
TRXUSDT,0.1605,2024-08-29,16,47,32
BTCUSDT,59483.88,2024-08-29,16,48,2
ETHUSDT,2529.43,2024-08-29,16,48,2
TRXUSDT,0.1605,2024-08-29,16,48,2
BTCUSDT,59487.99,2024-08-29,16,48,32
ETHUSDT,2530.21,2024-08-29,16,48,32
TRXUSDT,0.1606,2024-08-29,16,48,32
BTCUSDT,59413.99,2024-08-29,16,49,2
ETHUSDT,2528.99,2024-08-29,16,49,2
TRXUSDT,0.1606,2024-08-29,16,49,2
BTCUSDT,59390.58,2024-08-29,16,49,33
ETHUSDT,2528.34,2024-08-29,16,49,33
TRXUSDT,0.1605,2024-08-29,16,49,33
BTCUSDT,59415.0,2024-08-29,16,50,3
ETHUSDT,2529.8,2024-08-29,16,50,3
TRXUSDT,0.1606,2024-08-29,16,50,3
BTCUSDT,59366.0,2024-08-29,16,50,33
ETHUSDT,2527.74,2024-08-29,16,50,33
TRXUSDT,0.1605,2024-08-29,16,50,33
BTCUSDT,59341.11,2024-08-29,16,51,4
ETHUSDT,2527.32,2024-08-29,16,51,4
TRXUSDT,0.1606,2024-08-29,16,51,4
BTCUSDT,59295.21,2024-08-29,16,51,34
ETHUSDT,2524.87,2024-08-29,16,51,34
TRXUSDT,0.1605,2024-08-29,16,51,34
BTCUSDT,59294.01,2024-08-29,16,52,4
ETHUSDT,2524.53,2024-08-29,16,52,4
TRXUSDT,0.1604,2024-08-29,16,52,4
BTCUSDT,59318.13,2024-08-29,16,52,35
ETHUSDT,2525.42,2024-08-29,16,52,35
TRXUSDT,0.1605,2024-08-29,16,52,35
BTCUSDT,59317.0,2024-08-29,16,53,5
ETHUSDT,2525.33,2024-08-29,16,53,5
TRXUSDT,0.1605,2024-08-29,16,53,5
BTCUSDT,59308.14,2024-08-29,16,53,35
ETHUSDT,2525.41,2024-08-29,16,53,35
TRXUSDT,0.1604,2024-08-29,16,53,35
BTCUSDT,59216.74,2024-08-29,16,54,6
ETHUSDT,2523.44,2024-08-29,16,54,6
TRXUSDT,0.1603,2024-08-29,16,54,6
BTCUSDT,59187.65,2024-08-29,16,54,36
ETHUSDT,2523.04,2024-08-29,16,54,36
TRXUSDT,0.1604,2024-08-29,16,54,36
BTCUSDT,59204.01,2024-08-29,16,55,6
ETHUSDT,2525.41,2024-08-29,16,55,6
TRXUSDT,0.1604,2024-08-29,16,55,6
BTCUSDT,59227.99,2024-08-29,16,55,37
ETHUSDT,2525.6,2024-08-29,16,55,37
TRXUSDT,0.1604,2024-08-29,16,55,37
BTCUSDT,59246.63,2024-08-29,16,56,7
ETHUSDT,2527.26,2024-08-29,16,56,7
TRXUSDT,0.1604,2024-08-29,16,56,7
BTCUSDT,59219.94,2024-08-29,16,56,37
ETHUSDT,2526.31,2024-08-29,16,56,37
TRXUSDT,0.1603,2024-08-29,16,56,37
BTCUSDT,59215.0,2024-08-29,16,57,8
ETHUSDT,2525.75,2024-08-29,16,57,8
TRXUSDT,0.1604,2024-08-29,16,57,8
BTCUSDT,59210.0,2024-08-29,16,57,38
ETHUSDT,2525.51,2024-08-29,16,57,38
TRXUSDT,0.1604,2024-08-29,16,57,38
BTCUSDT,59262.14,2024-08-29,16,58,8
ETHUSDT,2527.71,2024-08-29,16,58,8
TRXUSDT,0.1604,2024-08-29,16,58,8
BTCUSDT,59212.01,2024-08-29,16,58,39
ETHUSDT,2526.61,2024-08-29,16,58,39
TRXUSDT,0.1604,2024-08-29,16,58,39
BTCUSDT,59267.49,2024-08-29,16,59,9
ETHUSDT,2528.74,2024-08-29,16,59,9
TRXUSDT,0.1604,2024-08-29,16,59,9
BTCUSDT,59243.01,2024-08-29,16,59,39
ETHUSDT,2528.05,2024-08-29,16,59,39
TRXUSDT,0.1604,2024-08-29,16,59,39
BTCUSDT,59269.9,2024-08-29,17,0,9
ETHUSDT,2528.93,2024-08-29,17,0,9
TRXUSDT,0.1604,2024-08-29,17,0,9
BTCUSDT,59276.0,2024-08-29,17,0,40
ETHUSDT,2530.76,2024-08-29,17,0,40
TRXUSDT,0.1603,2024-08-29,17,0,40
BTCUSDT,59294.99,2024-08-29,17,1,10
ETHUSDT,2533.31,2024-08-29,17,1,10
TRXUSDT,0.1604,2024-08-29,17,1,10
BTCUSDT,59343.75,2024-08-29,17,1,40
ETHUSDT,2535.87,2024-08-29,17,1,40
TRXUSDT,0.1606,2024-08-29,17,1,40
BTCUSDT,59359.0,2024-08-29,17,2,11
ETHUSDT,2536.6,2024-08-29,17,2,11
TRXUSDT,0.1605,2024-08-29,17,2,11
BTCUSDT,59392.57,2024-08-29,17,2,41
ETHUSDT,2537.07,2024-08-29,17,2,41
TRXUSDT,0.1606,2024-08-29,17,2,41
BTCUSDT,59415.38,2024-08-29,17,3,11
ETHUSDT,2537.21,2024-08-29,17,3,11
TRXUSDT,0.1607,2024-08-29,17,3,11
BTCUSDT,59401.11,2024-08-29,17,3,42
ETHUSDT,2536.74,2024-08-29,17,3,42
TRXUSDT,0.1605,2024-08-29,17,3,42
BTCUSDT,59383.95,2024-08-29,17,4,12
ETHUSDT,2536.72,2024-08-29,17,4,12
TRXUSDT,0.1606,2024-08-29,17,4,12
BTCUSDT,59433.91,2024-08-29,17,4,42
ETHUSDT,2538.36,2024-08-29,17,4,42
TRXUSDT,0.1606,2024-08-29,17,4,42
BTCUSDT,59448.0,2024-08-29,17,5,13
ETHUSDT,2538.71,2024-08-29,17,5,13
TRXUSDT,0.1606,2024-08-29,17,5,13
BTCUSDT,59489.99,2024-08-29,17,5,43
ETHUSDT,2540.0,2024-08-29,17,5,43
TRXUSDT,0.1607,2024-08-29,17,5,43
BTCUSDT,59468.95,2024-08-29,17,6,13
ETHUSDT,2539.68,2024-08-29,17,6,13
TRXUSDT,0.1606,2024-08-29,17,6,13
BTCUSDT,59487.0,2024-08-29,17,6,44
ETHUSDT,2540.47,2024-08-29,17,6,44
TRXUSDT,0.1607,2024-08-29,17,6,44
BTCUSDT,59488.03,2024-08-29,17,7,14
ETHUSDT,2540.24,2024-08-29,17,7,14
TRXUSDT,0.1607,2024-08-29,17,7,14
BTCUSDT,59495.0,2024-08-29,17,7,44
ETHUSDT,2539.55,2024-08-29,17,7,44
TRXUSDT,0.1606,2024-08-29,17,7,44
BTCUSDT,59510.1,2024-08-29,17,8,15
ETHUSDT,2539.99,2024-08-29,17,8,15
TRXUSDT,0.1606,2024-08-29,17,8,15
BTCUSDT,59482.96,2024-08-29,17,8,45
ETHUSDT,2538.43,2024-08-29,17,8,45
TRXUSDT,0.1606,2024-08-29,17,8,45
BTCUSDT,59472.99,2024-08-29,17,9,15
ETHUSDT,2539.15,2024-08-29,17,9,15
TRXUSDT,0.1606,2024-08-29,17,9,15
BTCUSDT,59446.01,2024-08-29,17,9,46
ETHUSDT,2538.44,2024-08-29,17,9,46
TRXUSDT,0.1605,2024-08-29,17,9,46
BTCUSDT,59412.0,2024-08-29,17,10,16
ETHUSDT,2537.18,2024-08-29,17,10,16
TRXUSDT,0.1605,2024-08-29,17,10,16
BTCUSDT,59412.98,2024-08-29,17,10,46
ETHUSDT,2537.92,2024-08-29,17,10,46
TRXUSDT,0.1606,2024-08-29,17,10,46
BTCUSDT,59439.22,2024-08-29,17,11,17
ETHUSDT,2538.68,2024-08-29,17,11,17
TRXUSDT,0.1606,2024-08-29,17,11,17
BTCUSDT,59434.01,2024-08-29,17,11,47
ETHUSDT,2538.93,2024-08-29,17,11,47
TRXUSDT,0.1605,2024-08-29,17,11,47
BTCUSDT,59411.11,2024-08-29,17,12,17
ETHUSDT,2538.68,2024-08-29,17,12,17
TRXUSDT,0.1605,2024-08-29,17,12,17
BTCUSDT,59395.01,2024-08-29,17,12,47
ETHUSDT,2537.86,2024-08-29,17,12,47
TRXUSDT,0.1606,2024-08-29,17,12,47
BTCUSDT,59371.99,2024-08-29,17,13,18
ETHUSDT,2537.08,2024-08-29,17,13,18
TRXUSDT,0.1606,2024-08-29,17,13,18
BTCUSDT,59350.0,2024-08-29,17,13,48
ETHUSDT,2536.6,2024-08-29,17,13,48
TRXUSDT,0.1605,2024-08-29,17,13,48
BTCUSDT,59413.99,2024-08-29,17,14,18
ETHUSDT,2539.67,2024-08-29,17,14,18
TRXUSDT,0.1604,2024-08-29,17,14,18
BTCUSDT,59421.09,2024-08-29,17,14,49
ETHUSDT,2539.44,2024-08-29,17,14,49
TRXUSDT,0.1605,2024-08-29,17,14,49
BTCUSDT,59424.99,2024-08-29,17,15,19
ETHUSDT,2539.99,2024-08-29,17,15,19
TRXUSDT,0.1606,2024-08-29,17,15,19
BTCUSDT,59439.99,2024-08-29,17,15,49
ETHUSDT,2540.4,2024-08-29,17,15,49
TRXUSDT,0.1607,2024-08-29,17,15,49
BTCUSDT,59464.3,2024-08-29,17,16,20
ETHUSDT,2542.68,2024-08-29,17,16,20
TRXUSDT,0.1606,2024-08-29,17,16,20
BTCUSDT,59484.01,2024-08-29,17,16,50
ETHUSDT,2542.13,2024-08-29,17,16,50
TRXUSDT,0.1607,2024-08-29,17,16,50
BTCUSDT,59481.11,2024-08-29,17,17,20
ETHUSDT,2541.22,2024-08-29,17,17,20
TRXUSDT,0.1607,2024-08-29,17,17,20
BTCUSDT,59453.61,2024-08-29,17,17,51
ETHUSDT,2539.48,2024-08-29,17,17,51
TRXUSDT,0.1606,2024-08-29,17,17,51
BTCUSDT,59446.83,2024-08-29,17,18,21
ETHUSDT,2539.17,2024-08-29,17,18,21
TRXUSDT,0.1605,2024-08-29,17,18,21
BTCUSDT,59454.89,2024-08-29,17,18,52
ETHUSDT,2539.89,2024-08-29,17,18,52
TRXUSDT,0.1606,2024-08-29,17,18,52
BTCUSDT,59435.0,2024-08-29,17,19,22
ETHUSDT,2539.41,2024-08-29,17,19,22
TRXUSDT,0.1605,2024-08-29,17,19,22
BTCUSDT,59401.06,2024-08-29,17,19,52
ETHUSDT,2539.48,2024-08-29,17,19,52
TRXUSDT,0.1606,2024-08-29,17,19,52
BTCUSDT,59406.01,2024-08-29,17,20,23
ETHUSDT,2539.67,2024-08-29,17,20,23
TRXUSDT,0.1605,2024-08-29,17,20,23
BTCUSDT,59386.0,2024-08-29,17,20,53
ETHUSDT,2538.11,2024-08-29,17,20,53
TRXUSDT,0.1606,2024-08-29,17,20,53
BTCUSDT,59370.89,2024-08-29,17,21,23
ETHUSDT,2536.79,2024-08-29,17,21,23
TRXUSDT,0.1604,2024-08-29,17,21,23
BTCUSDT,59381.09,2024-08-29,17,21,53
ETHUSDT,2536.68,2024-08-29,17,21,53
TRXUSDT,0.1605,2024-08-29,17,21,53
BTCUSDT,59364.34,2024-08-29,17,22,24
ETHUSDT,2536.2,2024-08-29,17,22,24
TRXUSDT,0.1604,2024-08-29,17,22,24
BTCUSDT,59347.0,2024-08-29,17,22,54
ETHUSDT,2535.59,2024-08-29,17,22,54
TRXUSDT,0.1603,2024-08-29,17,22,54
BTCUSDT,59338.0,2024-08-29,17,23,24
ETHUSDT,2534.82,2024-08-29,17,23,24
TRXUSDT,0.1604,2024-08-29,17,23,24
BTCUSDT,59345.51,2024-08-29,17,23,55
ETHUSDT,2535.76,2024-08-29,17,23,55
TRXUSDT,0.1603,2024-08-29,17,23,55
BTCUSDT,59333.34,2024-08-29,17,24,25
ETHUSDT,2534.8,2024-08-29,17,24,25
TRXUSDT,0.1603,2024-08-29,17,24,25
BTCUSDT,59279.88,2024-08-29,17,24,55
ETHUSDT,2533.54,2024-08-29,17,24,55
TRXUSDT,0.1603,2024-08-29,17,24,55
BTCUSDT,59258.38,2024-08-29,17,25,26
ETHUSDT,2532.21,2024-08-29,17,25,26
TRXUSDT,0.1602,2024-08-29,17,25,26
BTCUSDT,59235.99,2024-08-29,17,25,56
ETHUSDT,2531.94,2024-08-29,17,25,56
TRXUSDT,0.1603,2024-08-29,17,25,56
BTCUSDT,59276.04,2024-08-29,17,26,26
ETHUSDT,2532.06,2024-08-29,17,26,26
TRXUSDT,0.1602,2024-08-29,17,26,26
BTCUSDT,59328.0,2024-08-29,17,26,57
ETHUSDT,2533.52,2024-08-29,17,26,57
TRXUSDT,0.1603,2024-08-29,17,26,57
BTCUSDT,59349.47,2024-08-29,17,27,27
ETHUSDT,2533.62,2024-08-29,17,27,27
TRXUSDT,0.1602,2024-08-29,17,27,27
BTCUSDT,59341.1,2024-08-29,17,27,58
ETHUSDT,2532.9,2024-08-29,17,27,58
TRXUSDT,0.1602,2024-08-29,17,27,58
BTCUSDT,59345.53,2024-08-29,17,28,28
ETHUSDT,2533.2,2024-08-29,17,28,28
TRXUSDT,0.1602,2024-08-29,17,28,28
BTCUSDT,59357.95,2024-08-29,17,28,58
ETHUSDT,2534.33,2024-08-29,17,28,58
TRXUSDT,0.1602,2024-08-29,17,28,58
BTCUSDT,59396.0,2024-08-29,17,29,29
ETHUSDT,2536.35,2024-08-29,17,29,29
TRXUSDT,0.1602,2024-08-29,17,29,29
BTCUSDT,59355.0,2024-08-29,17,30,2
ETHUSDT,2534.61,2024-08-29,17,30,2
TRXUSDT,0.1603,2024-08-29,17,30,2
